사투리,표준어
해부러,해버려
취해수광?,취했습니까?
해지고,하게 되고
안해수광?,않았습니까?
고랐지예?,말했지요?
안핸?,않안?
들었져.,들었어.
영허난,이러니까
부애나난,화나니까
해졌겠지,했던 거겠지
지나난,지나니까
화나주,화나지
질렀주,질렀지
기지예,그렇죠
놀래라,놀라더라
넘어섰댄,넘어섰다고
고란게,얘기하더라
어수다.,없습니다.
지사,인지
사겨신디,사겼는데
그기,거기
안허여,않아
선생이난,선생이니까
무슨,뭐
햄서,하고있어
겅헌디도,그런데도
사위보젠,사위보려고
디로,곳으로
딸*허고,딸하고
안허젠,않으려고
겅허멍,그러면서
어멍허고,엄마하고
나하고가,나하고
친구라,친구야
거난,근까
솔짜기,살짝
인연인디예,인연인데요
안되쿠광?,안되겠습니까?
고라랜,말하더래
맘*에,마음에
들엉,들었어
겅헌,그런
이성게.,있더라.
그레,거기
시아방이,시아버지가
아니꽝?,아닙니까?
들어신디도,들었는데도
차령,차리고
행,해
재서,쟀어
든디,드는데
겅은,그렇게는
호꼼,조금
허다,하다
야이도,이 아이도
들었져,들었다
못생겨시믄,못생겼으면
차부러실,차버렸을
기,맞아
니도,너도
가시냐?,갔니?
닌,넌
이서봐,있어봐
때문이여,때문이야
딸*,딸
심해여,심해
들어오라,들어와라
지지배가,여자애가
영하난,이러니까
컨,컸어
싶언,싶었어
허구정,하고 싶은
살아야되켜,살아야겠다
알아수과?,알았습니까?
가보라,가봐라
들어가난,들으니까
비슷해여,비슷해
핸,한
예)(#예) 이 과수원 (가젠,가려고
건너가크라,건너가겠어
안앙,안아서
건너가게,건너가자
잡아사,잡아야
되여,돼
미깡낭에,귤나무에
치랜,뿌리라고
풀바띠도,풀밭에도
아인디,아이인데
해여?,해?
영허는,이러는
달라져부런,달라졌어
딴*,다른
되연,됐어
이서시믄,있었으면
좋으켜,좋겠다
이제보난,이제보니까
성네가?,언니네가?
하르방이주,할아버지지
어서전,없어졌어
봐수다,봤어요
요자기도,이번에도
요자기,이번에
봐나나수다,봤었어요
뭐라나땐,뭐였다고
핸게만은,하던데
박아불고,박아버리고
사람이영,사람하고
지으멍,짓고
살아실,살았을
거우다.,거예요.
바까부러,바꿔버려
기믄,그러면
바까불카?,바꿔버릴까?
아니,안
지레도,키도
놩으네,놓고
족아부난,작아서
되시녜,됐잖아
곧냐믄,하냐면
지레,키
족아도,작아도
니네,너네
어멍이라도,엄마라도
닌,너는
공부해사,공부해야
되켜.,되겠다.
친아방,친아빠
맞수과?,맞습니까?
친아방이,친아빠가
길이여,길이다
길이여,길이야
이서사,있어야
돼여,돼
어서봅써게.,없어보세요.
이서그네,있어서
봐지네,보잖아
이성,있어서
만낭,만나서
고맙주,고맙지
생각되여그네,생각돼서
경해라,그러더라
겅했는데,그랬는데
오꼿,그만
야이가,이 아이가
가이,그 아이
공부허는,공부하는
고라신디,말했는데
헤어졌댄,헤어졌대
앞뒁,앞두고
해지는,하게 되는
끝난,끝나고
촘았당,참았다가
앞둬그네,앞두고
아니주,아니지
낭,놓고
끝낭,끝나고
사주캔,사주겠다고
생겨신,생긴
지,줄
생겨시냐?,생겼냐?
그난,근까
부싸재기,화가
부싸졌구나,화났구나
대싸지주,화나지
겅해네,그래서
헤어지겐,헤어지자
만나캔,만나겠다고
고란,말했어
아들한티,아들한테
오케이여,오케이야
만난캔,만나겠다
만난댄,만난다고
헌,하는
만나져냐?,만날 수 있었니?
줨시냐,주냐
욱행으네,욱해서
못허영으네,못해서
만났댄,만났다고
생각해그네,생각해서
좋으켜.,좋겠다.
거가?,건가?
잘해수다.,잘했어요.
만남찌?,만나고 있지?
헤어젼.,헤어졌어.
데가,곳이
멀어신디,멀었는데
만남쪄,만난다
허니까,하니까
헤어젼?,헤어졌어?
골아땐,말했대
고라나부난,말해서
넘어가신디,넘어갔는데
생각해봐그네,생각해봐서
어떵안허다.,괜찮다.
멀어부난,멀어서
보주,봐
잔*소리,잔소리
헤어졌댄,헤어졌다고
잘했댄,잘했다고
사경,사귀고
만나가민,만나면
넘어서민,넘어서면
야인,이 아인
만나서,만났어
사주캔,사주겠다
되서냐?,됐니?
작아라,작더라
작아났댄,작았었대
작안,작았어
고람수과?,말했어요?
되부럼시냐?,돼버리냐?
지레가,키가
작*아도,작아도
했주,했거든
야무젼,야무져
하멍으네,하면서
청산유수라,청산유수야
어서뵈그네,없어보여서
걱정시러왔주,걱정했거든
이꽈?,이예요?
사귀당,사귀다가
기고,그리고
선생이라,선생이야
게난?,그니까?
선생님이주,선생님이지
샘이라?,샘이야?
머라,뭐야
틀려라,틀리더라
툴허주,투박하지
툴허여,투박해
허멍으네,하면서
들언게,들더라
뭐난,뭐니까
인디,인데
재미진,재미있는
아이라,아이야
까칠하여,까칠해
맞았댄,맞는다고
헤어젼,헤어졌어
겨난,그러니까
재미나,잼있어
모아서,모았어
허면,하면
거꽈?,거예요?
받앙,받고
꺼라?,거야?
받아수과?,받았어요?
멀엉,멀어서
나영,나하고
아라져마씨?,알겠어요?
알아지크라,알겠어
어서저짜나,없어졌잖아
산,샀어
사수다.,샀어요.
취직허난,취직하니까
되시믄,됐으면
거여서,거였어
받으멍,받으면서
할쿠다.,하겠습니다.
하쿠다.,하겠습니다.
어멍한테,엄마한테
뭐꽈?,뭡니까?
발생핸,발생한
서방한티,서방한테
가랜,가래
만나젠,만나려고
취직해지주,취직하지
해놔부니까,했었으니까
되질,될
날,낳을
백수여서,백수였어
백수연,백수였어
봤는디,봤는데
구핸,구한
퇴근행,퇴근해서
재여,재
감시민,가면
내무렴땐,무시한다고
열믄,열면
대껴부러,던져버려
나한티,나한테
하는디.,하는데.
들어오켄.,들어온대.
끝난.,끝났어.
산?,샀어?
해준댄.,해준대.
별로라는디.,별로라는데.
된댄.,된다고.
써이실껄?,써있을걸?
좋으난,좋으니까
사당허주,사다가하지
뭐핸.,뭐했다.
맛좋으켜,맛좋겠네
썰엉,썰어서
삶앙,삶아서
쩌니내,쪄가지고
무쳥,무쳐서
지젼.,지졌어.
많앙,많게
튀기믄,튀기면
느끼허네,느끼하잖아
경허난,그러니깐
쪙,쪘어
쪙,쪄서
맛조켜,맛좋겠네
먹어라,먹더라
해야되켜,해야되겠다
냉경,남겨
게맨,그러네
냉경,남겨서
사당핸,사다가했어
만들어났주,만들었었지
만들어난,만들었어
입원행,입원해서
게,#계
입원헐,입원할때
고르주난,말해주시니까
헌,해준
갖다놩이내,갖다놔서
만들엉간,만들어서갔어
놈비,무
짜랜,짜라고
짜부런,짜버린거
말아신디,말았는데
해나난,해보니까
댕기네,다니잖아
남이,남에
놈이,남에
식게,제사
멘질때,명절때
멩질,명절
갱,그래서
돌아오네,돌아오잖아
돌아댕기당,돌아다니다가
지졍났두나,지져서놨둬라
알아수다,알았어요
안되는거라,안되는거야
무러졍,물러져서
않는거라,않는거야
다해시냐?,다하지않았겠니?
알앙,알아
모밀,메밀
놔뒁,나둬서
고네,말했잖아
옆이,옆에
안들어봔.,안들어봤어.
동그랑허게,동그랗게
헤멜헤멜,흐물흐물
행이내,해서
되불고,되버리고
치우난,치우니까
되맨?,됐니?
모밀가루,메밀가루
풀엉으내,풀어서
안되여.,안돼.
잘못허크라,잘못하겠어
양념하당,양념하다가
부실러져부러,부스러져버려
삶아사주,삶았어야지
설고,설익고
아니라,아냐
삶안,삶고
하느냐민,하냐면
삶아지믄,삶아지면
안되네,안되잖아
행보난이내,해보니까
문작허믄,문적하면
맛없주,맛없어지지
겅허니깐,그러니깐
초록,처럼
꺼냉,꺼내어
살그랑,시원
놩이내,놔서
헹궈불믄,헹궈버리면
맛어시난,맛없으니까
영행이내,이렇게해서
펼쳐놩이내,펼쳐놓고서
식히주,식히는거지
들어가분거난,들어가버린거니까
놈비가,무가
헤맬삭핸댄,흐물해진대
어멍이,어머님이
고랐주,말했지
두루,덜
섦은데,삶았는데
건지나?,건지니?
하멍이내,하면서
생각허멍,생각하면서
솖은건지,삶았는지
몰라부난,모르니까
못허믄,못하면
보멍,보며
허면,하면은
족게,작게
요만이,요만하게
요만하여,요만해
하게,하자
허여?,해?
쪼글락허게,자그만하게
허여,해
요만이허게시리,요만큼하게끔
그건디,그거인데
요만이,이만큼
먹었주,먹었지
허는주,하는지
무수,무
저꽂이,나무꽂이
꽂앙,꽂아서
꽂앙허맨?,꽂아서해?
걸로,그걸로
놈비로?,무로?
영허믄,이렇게하면
오라방들이,오빠들이
많으냐,많지않겠니
골음식들,효소음식들
좋아해부난,좋아하니까
호떡이영,호떡하고
뭐영,뭐하고
동글랑헌,동그란한
철판이,철판에
땅트랭이,딱펴서
허영,해가지고
박앙이내,박아서
동글랑허게하민,동그랗게하면
잘랑이내,잘라서
손잡이추룩,손잡이처럼
게영,그래서
좋아허영,좋아해서
덴뿌라허라,덴뿌라해주라
덴뿌라허라,덴뿌라해라
건댄해라,그런다고하더라
무수에,무에
발랑,발라서
안해나서,안했었어
엎어놩,엎어놓고
겅해난.,그랬었어.
어려원,어려웠어
어려와,어려워
어프기,엎기도
시와,쉬워
정해진디서,정해진데에서
해야되여,해야돼
허듯이,하듯이
쎄여도,세도
거네,그러잖아
거보다,그거보다
잘되여,잘돼
해였네,했어
허카해당,할까하다가
안되크라,안되겠더라
아시들도,아가씨들도
오라방들이영,오빠들하고
가라,간다
어멍이,어머니는
좋댄하멍,좋다고하면서
어서져부런,없어져버렸어
펄엄서라만은,팔더라만은
펄고,팔고
샀댄,샀다고
행게만은,하더라만은
샀댄,한다고
헌거,한거
올려난,올렸었어
싶어신디,싶었는데
못만드켜,못만들겠어
정성들영,정성들여서
잘햄쩌,잘하는구나
대단허다,대단하다
만들맨?,만드니?
많안,많았어
돌아가션이내,돌아가셔서
전이가,전에가
걱정햄서,걱정하고있어
초려야,차려야
될건고,될건가
집이서헐꺼?,집에서할꺼니?
헐거.,할거야.
잘해사,잘해야해
아명,아무리
안남서,안나고있어
해사켜,해야겠네
만들어사,만들어야
못만드는디,못만드는데
사당이내,사다가
젓갈허고,젓갈하고
게,그렇게
양념이영,양념하고
놓고행,넣고해서
뭐허코,뭐해야할까
고민이라,고민이야
이시냐?,있니?
해났져,했었어
지쳔게,지치더라고
오라방네는,오빠네는
키우네,키우잖아
집들인디,집들인데
메모행,메모해서
놔둬신디,놔뒀는데
주는디,주는데
만들어주난,만들어주니까
건,그거는
소키운댄,소키운다고
안해영,안하고
요번이,요번에
식게날,제삿날
날이,날에
부언,부었어
허너여,해서넣어
부어부러야되켜,붓어버려야되겠다
멕여부러야되켜,먹어버려야겠다
허고게,할려고
맞좀직,맞음직
뭐해나?,뭐했어?
허카,할까
빙떡해사주,빙떡해야지
기지,그렇지
빙떡해사,빙떡해야
머헐거,뭐할거있어
뭐헐거,뭐할거니
뭐핸,뭐했어
생선해부난,생선하니까
끓이랜,끓이라고
안좋아허여,안좋아해
비리댄행,비리다고해서
비리댄,비리다고
안먹어부난,안먹으니까
좋아하는디,좋아하는데
끓여불주,끓어버리지
까시,가시
발르지,바르지
골라내는디,골라내는데
맛없댄.,맛없대.
가이.,걔.
끓여났져.,끓였었어.
기지.,그렇지.
안먹는디,안먹는데
사사,사야
소라영,소라하고
성게영,성게하고
때됭,때가되서
놔뒀당,놨뒀다가
제사난,제사니까
해지긴,해야되긴
해사켜,하겠네
지지고,부치고
전복허영,전복으로
무신거?,어떤거였니?
말헌거.,말한거
한대며,한다며
끓이카,끓일까
사당오카,사올까
사지민,사지면
마트에것도,마트꺼도
맛어서.,맛없어.
못하믄,못하면
낭,놔서
사지믄,사지면
해사되켜,해야되겠네
허랜해도,하라고해도
식게이서,제사있어
허는가?,하는가?
잘촐,잘차릴
모르켜,모르겠네
줄여불언,줄여버렸어
줄연,줄였어
제사하멍,제사하면서
"줄연,","줄였어,"
식게때,제사때
먹으래,먹으러
괸당,친척
돌아가시멍,돌아가시면서
삼춘들이,삼촌들이
가겐,가겠다
겅허느니까는,그러니까는
시아방,시아버지
식게허난,제사하니까
다와나신디,다왔었는데
모이난,모이니까
줄언,줄었어
줄어신디,줄은건데
때문에덜도,때문에들도
멘질,명절
허던,하던
갈랐댄행게,갈랐다고하네
시집왕,시집와서
해났주,했었지
해난,했어
찰릴껀,차릴꺼는
찰련.,차렸지.
와난,왔었어
고생해시켜,고생하셨겠네
잘햄구나,잘하는구나
식게때만,제사때만
멩질땐,명절때는
받잰,받을려고
물애기까지,갓난아기까지
그때되믄,그때되면
낭으내,놔서
안하맨?,안하니?
안행,안해서
했댄.,했대.
위험하댄,위험하다고
지냈댄.,지냈대.
식게땐,제사때는
결혼핸,결혼하고
겅헌디,그러한데
안오난,안오니까
안초랭,안차려서
좋아시켜.,좋았겠다.
종손집이랜,종손집이라고
막낸디도 ,막내인데요
영하대,이렇게하더라
종손이랜행,종손이라해서
왕이내,와서
끝나나믄,끝나가면
겅행이내,그렇게해서
싼,쌌어
안싸신디,안쌌는데
생각나맨?,생각나니?
끝나믄,끝나면
구덕에,소쿠리에
차롱에,대바구니에
차롱이,대바구니
명월이우다,명월입니다
가깝다게,가깝네
차롱에,대바구니
차롱행이내,대바구니해서
집거졍,집가져
겅해난.,그랬으니까.
살아시카부댄,살았을까봐
해실꺼?,했을거야?
허연,했네
못했주,못했지
깨왕으내,깨워서
가져가랜,가져가라고
차롱을,대바구니를
들렁가랜,들어서가라고
식게때오믄,제사때오면
반들,반찬들
콩나물이영,콩나물하고
먹으래,먹으라고
간소해져서,간소해졌어
생각허믄,생각하면
안되여,안돼
좀좀허영,조금조금하게
촐려사주,차려야지
헌다는,한다는
어떵허코,어떡할까
해질건가,할수있을건가
걱정해져라,걱정하게되졌어
촐려,차려
하댄,한다고
배달헌댄,배달한다고
게라,그렇겠지
걱정해지는거라,걱정하게되는거야
해질건가?,할수있을건가?
하겠주,하겠지
내불맨,내버려둬
걱정핸,걱정했어
걱정해신디,걱정했는데
걱정해난,걱정했었어
헐거,할거
닮안,같았어
보멍,보면
못한댄,못한다고
주랜허여,주라고해
착헝도,착하기도
해사주.,해야지.
나누언,나눴어
삼춘도,삼촌도
난,나서
가셔불고하난,가셨기도하고
영허고,이렇게하고
정허고하당,저렇게하다가
식게가,제사가
요라게,어렷이야
겅해부난,그러다보니까
많은거.,많게된거지.
하,많음
해라,하더라
결혼행보난,결혼하고보니까
지내드라,지내더라
멩질때,명절때
올령게,올리더라
어듸도,어디도
창고이시믄.,창고있으면.
음식행,음식해서
지낸댄.,지낸대.
허는건,하는거는
전이,전에
밤이들,밤에들
기지?,그렇지?
겅해난,그러니까
허는거,하는거
헌다,한다
이상행게만은,이상하더만은
허영,하고서
촐리잰허믄,차리려고하면
힘들켜,힘들겠네
식겐디,제산데
식게도,제사도
하던거난,하던거니까
해보지않어난,해보지를않았으니까
걱정인거라.,걱정인거야.
무신거허느니?,어떤거하니?
잘허여,잘해
허지않애?,하지않아?
데쳥이내,데쳐서
놩?,넣니?
놔?,넣어?
놩,넣고
거고,그리고
묻엉이서,묻어서있어
거니깐,그러니까는
씻어지난,씻어지니까
많으켜,많겠네
멧,몇
해사켜.,해야겠네.
안허여,안해
놨당,놨다가
되난이내,되니까는
꺽으래도,꺽으러도
못가불고,못가버리고
꺽으래,꺾으러
싶어신디.,싶었는데.
나오카보댄,나올까봐
무서왕,무서워서
컨츄린디,컨츄리인데
안시켠,안시켰어
밭이강,밭에가서
해나난,했으니까
헐줄을,할줄을
건드러서,건들였어
서이서랜,서있었대
건들어서,건들였어
미안허기도,미안하기도
가이한티,걔한테
햄댄,한다고
챙경주주,챙겨주지
걸,그거를
쓴거라,쓴거야
이?,알지?
줬주,줬지
꺽엉,꺾어
온거랜,온거라고
말령이내,말려서
불령,불려서
놨동,놨뒀다가
삶앙이내,삶아서
안허고?,않고?
쓰는디,쓰는데
좋아허여.,좋아해.
허맨?,하니?
담앙놔두네,담아놔두잖아
영영,이렇게이렇게
겅했당,그렇게했다가
독이시댄,독있다고
버려동,버려두고
담갔당,담갔다가
씻엉이내,씻어서
퍼지기시리게,퍼지기쉽게
볶으지.,볶지.
삶대?,삶더라?
불렸다당이내,불렸다가
버릴거랑,버릴거라서
버릴거난,버릴꺼니까
커야,불려야
컸당,불렸다가
커.,불려.
갱,그럼
짱,짜서
행.,해서.
놓는디,놓는데
겅헌댄,그렇게한다고
해봐사,해봐야
되켜,되겠다
데껴부러신디,던저버렸는데
아까와,아까워
주물락,주물럭
조물락도,주물럭
양념낭,양념넣고
덮엉,덮고
유지되어.,유지돼.
헷사지지,망가지지
않애영,않고서
않허연.,않고.
식게때랑,제사때되면
해봐사되켜,해봐야되겠다
뿐이주,뿐이야
솖앙,삶아서
될거나니내,될거니까
촐릴거,차릴거
되엄져,되는구나
재미난,재밌는
감신디,갔는데
고사리라,고사리야
돌아간,돌아갔어
꺾엉,꺾고
비니루,비닐봉지
가득행,가득하게
꺾어서,꺾었어
외는,소리치는
꺾엄댄,꺾고있다고
키운거랜,키운거래
심은댄.,심는대.
심은댄,심는대
안낸,안내고
행완,하고왔어
헐꺼라,할거야
키우맨?,키워?
키우맨.,키워.
설명핸,설명했어
사람인디,사람인데
고사리인디,고사리인데
주인어신,주인없는
고사리랜,고사리라고
믿엄신지,믿고있는지
말암신지,아닌지
될뻔핸.,될뻔했어.
만나난,만났으니까
밭이랜,밭이라고
어떵할뻔핸?,어떡할뻔했어?
많은거라,많은거야
멫,몇
고사린디,고사리인데
키운건게,키운거네
안꺾엄시?,안꺾었지?
왕으내,와서
번댄,번다고
해잖아,하잖아
겅헌거,그런거야
되서라,됐더라
먹엉,먹고
아라서,알았어
긴거해라,긴거하더라
통통헌거?,통통한거야?
통통헌거,통통한거지
겅해야,그래야
노는,넣는
겅헐거라,그럴꺼야
쓰대?,쓰더라?
싫은디,싫은데
뭐랜해감시,뭐라고하니까
겅도해난,그렇게도했었어
행와성게,해오셨더라
행옴져,해서오시네
안닮아,안같아
뭐허네,뭐하잖아
구우네,굽잖아
행완.,해서왔어.
안해시믄,안했으면
헐건디,할건데
보멍이내,보면서
버치고,부치고
옥돔올리네,옥돔을 올리잖아
못산,못샀어
사주랜,사주라고
조기말령,조기말려서
와서라,오셨더라
안행,안하고
허캔,하겠대
왜냐믄,왜냐면
구우당이내,굽다가
헷사지기도,망가지기도
조기하네,조기로하잖아
허멍이내,하면서
다음번에랑,다음번에는
해보카,해볼까
생각햄서.,생각하고있어.
헷사지주,부서지지
해봔,해봤어
했져.,했어.
괸당들,친척들
어울령,어울려서
허난게,하니까는
이,#게
헤끔만,조금만
허여.,해
반도,반찬도
싸줘불주,싸줘버리지
먹읍세,먹자
안냉경그내,안남기고
안먹으난,안먹으니까
안지져,안부쳐
다덜,다들
그,그거
지저분댄.,부쳐낸다고.
지질때,부칠때
담강,담궈서
다낸,다냈어
겅허믄,그렇게하면
곱주,곱지
고아라,곱더라
칼집냉,칼집내고
들었언?,들었어?
육지간댄?,육지간대?
있네 ,있잖아
얘기했언,얘기했었어
사촌이네,사촌이야
못했네,못했잖아
같댄,같대
있겐?,있겠니?
말핸,말했어
날,나을
빵빵하네,빵빵하잖아
당황핸,당황했어
거?,거니?
적자랜,적자래
갚았댄,갚았대
갚아신디,갚았는데
이득이랜,이득이래
가게네,가게잖아
먹네,먹어
달르고,다르고
흘러간,흘러갔어
안해,않아
들어졌다,들어갔다
바꼈댄,비뀌었대
뚫련,뚫렸어
시작핸,시작했어
이문,이면
있었댄,있었대
당황스럽네,당황스럽잖아
안걸었댄,안걸었대
영하니까,이러니까
괴롭혔댄,괴롭혔대
몰를수도,모를수도
기다리랜,기다리래
거문,그러면
할거?,할거니?
인?,이야?
있네 ,있어
못하겐,못하겠어
준댄?,준대?
뭣도,아무것도
돌리맨,돌리고있어
모르네?,모르잖아?
달려왔네,달려왔잖아
나가네,나가
갚아주기랑 말앙,갚아주기는커녕
갚겠댄?,갚겠대?
했네,했어
어서져부난,없어져서
궂어,나쁘다
좋으난.,좋으니까.
나,내
운동화영,운동화랑
팔아나신디,팔았었는데
망핸.,망했어.
덕어선게,닫았더라
지나가당,지나가다가
경하는,그렇게
닮아.,같애.
부런,버렸어.
안햄선게,안 하던데
많안게,많더라.
신지?,신고 있지?
신으맨,신어
신어나난,신다보니까
되부런,됐어
경했지.,그랬지.
궂어,나빠
궂지,나쁘지
다니잰,다니려고
뭐시,뭐가
어디강,어디가서
그기가,거기가
가져게,가진다
기이?,그래?
그디까진,거기까지는
멀언.,멀어서
기,그래
보래,보러
좋쥬게,좋지
널널한디,널널한데
한댄?,한대?
무시거?,뭐?
닮아,같애
있당으네,있다가
어서도,없어도
갈커라,가겠어
거난.,그러니까
골를크라,고르겠어
사줘신디,사줬는데
사잰,사려고
어울리크라,어울리겠어
샀져.,샀어.
같은데영,같은데랑
보난,보니까는
가봐신디,가봤는데
어선게,없더라
얼마여냐?,얼마였어?
사신가?,샀었나?
사질,살수 있을
보여게,보인다
모델이난,모델이니까
경햄신가?,그런가?
기지.,그렇지
입으믄,입으면
허래,하려고
블믄,버리면
고완게,곱던데
닮아라.,같더라.
없으난,없으니까
가난?,갔었어?
닮다,같다 (이
아방네,아빠네
모염쥬,모이고 있지.
살암신디,살고 있는데
이혼해그네,이혼해서
여자드라.,여자였더라?
어디랜,어디라고
낳안,낳았어
데려와그네,데려와서
낳그네,낳고
부런?,버렸어?
남편이시난,남편있으니까
할러고,하려고
햄수강?,합니까?
보이맨?,보여?
이시크라.,있을께
챙피하난,창피하니까
그거쥬 .,그거지.
그거쥬,그거지
너난,너니까
했쥬,했지
챙피행,창피해서
뭐래는,뭐라고는
추륵,척
되큰게,되겠네
됬주게,됬거든
그러믄,그러면
담가땅만,담그기만
담갔당,담그고
담가,담궈
깨끗하져,깨끗해진다
않애도,않아도
문제여,문제다
될크라,되겠어
다하잰,다하려고
들어가그네,들어가서
거난,그러니가
들으멍,들으면서
마시멍,마시면서
깨끗해졍,깨끗해져
와리지,조바심내지
겅허당,그러다
실펑,귄찮아서
짜인,쟤는
사*나이도,남자 아이도
사*나이들도,남자 아이들도
좋아져서,좋아졌어
하여,해
와신게,왔다
찍엉,찍어서
막아젼,막아져서
되부니까,되어서
가실꺼라,갔을 거야
해샤?,했나?
와난,왔었던
모양이여,모양이다
해신가?,했었나?
썸시꺼라,쓰고 있을 거야.
추울캔,추울 거라고
햄쪄,한다
나가지크라?,나갈 수 있겠냐?
무시걸,무엇을
껀디,건데
경허난,그래서
해졈서,하고 있다
나가고졍,나가고 싶지
삼구나.,사는구나.
나가믄,나가면
가민,가면
허다그네,하다가
부렀지,버렸지
쓰맨?,써?
궂어.,나뻐
해신디,했느데
부니까.,버리니까
경햄시?,그러는 거?
모르쿠다,모르겠다
짜이,쟤
거니깐,그러니까
물이쥬만은,물이지만
바껸,바뀌었는데
해준댄,해준대
알안.,알았어
무거워부난,무거우니까
바꼈댄,바꼈다고
겅한거,그런거
닮은게,같다
무시거,무엇을
해시,했냐?
상,사고
뭐고?,뭐냐?
많았는디,많았는데
알아지크냐?,알아지겠냐?
이서라,있더라
가봐사,가봐야
노니까,놓으니까
아방한테도,아빠한테도
싶수다,싶어요
경허믄,그러면
아방은,아빠가
실프고,귄찮고
포장해당,포장해다가
사믄,사면
아방한테,아빠한테
글랜,가자고
그기는,거기는
가강,가서
잘한댄,잘한다고
어시믄,없으면
그디까지,거기까지
왐시냐?,오는거냐?
가봤져,가봤다
닮아.,같애
아방이나,아빠나
아방하고,아빠하고
딸*들도,딸들도
허다만은,하다만은
덕어,닫아
불잖아,버리잖아
실프믄,귀찮으면
실프다,귀찮다
부렀져,버렸다
불르고,부르고
먹으맨?,먹어?
않애시믄,않았으면
좋으커라,좋겠다
나와서라,나왔더라
무슨거,뭐
시키난,시키니까
나와실껀디,나왔을 건데
겐데,그런데
상왕,사 와서
먹은데매,먹는다며
할망네,할머니네
기억나맨?,기억나?
올라갔었잖아이.,올라갔었잖아.
있잖아이.,있잖아.
오는디,오는데
전이라부난,전이어서
어섯주게.,없었지.
바*름만,바람만
불곡,불고
좋아핸.,좋아했어.
매달아그네,매달아서
생각나맨?,생각나?
보말이영,보말이랑
배말이영,배말이랑
거라부난,거여서
맛인.,맛있어.
싫어해신디,싫어했는데
잡아당으네,잡아다가
놔뒀당으네,나뒀다가
좋아난이.,있었지.
해가난,하니까
생각남쪄이.,생각난다.
나*말*이랑,나물이랑
줘나신디,줬었는데
생각나고이,생각나고
맞다게,맞아
우영팟에,텃밭에
어랑어랑한,야들야들한
하여나신디,많았었는데
을큰해,아쉬워
울큰하고,아쉽고
이?,그치?
해줘나신디,해줬었는데
농사해그넹,농사해서
촘지름도,참기름도
있다가이,있다가
합격했거든예?,합격했거든요?
했수다게.,했습니다.
나신디,났느네
연장했거든예.,연장했거든요.
되민,되면
닮아?,같아?
싫어나신디.,싫었는데.
공부하멍,공부하면서
싶언.,싶었어.
써지게,쓰게
보면이,보면
다니다부난,다니다 보니까
이여나신디,이었는데
무뚝뚝해부난이,무뚝뚝해서
어려워나신디,어려웠는데
실습다니당,실습다니다
모르겠는데이,모르겠는데
하시난.,하시니까.
갔어신디.,갔었는데.
고생햄다고,고생한다고
아니었주게.,아니었지.
알아지니까이,알아지니까
자*미진,재미있는
고라줘보라.,말해 줘 봐.
나이,나
때여나신디,때였는데
많주게.,많지.
있주만은이,있지만
싶어그네이,싶어서
불쌍한게이,불쌍한 게
둡서,두세요
환자여신디?,환자였는데?
하르방?,할아버지?
하르방이어신디,할아버지였는데
와신디도,왔는데도
있네이,있잖아
살려줍서가,살려 주세요가
내버려둡서.,내버려 두세요.
해부난,해 버리니까
보면은,보면
소중한디,소중한데
어떵해신지는,어떻게 했을지는
봐그넹,봐서는
해신지,했는지
먹어그넹,먹어서
실려왔댄,실려왔다고
이거구나이.,이거구나.
하면은이,하면
그리고이,그리고
되잖아이.,되잖아.
일이라이.,일이야.
켁켁대고이.,켁켁대고.
살아난?,살아났어?
해가지고이,해 가지고
살련.,살렸어.
들어가신디,들어갔는데
살아도이,살아도
살려도이,살려도
이서부난이,있어서
매달앙,매달아서
농사하멍,농사하면서
각시한티,각시한테
죽었댄,죽었다고
사곡,사고
낭에,나무에
하면은,하면
폭낭에,팽나무에
폭낭이,팽나무가
많잖아예,많잖아요.
죽어노민,죽으면
폭낭,팽나무
무서웡으네,무서워서
(왁왁해 가지고)) (잘도,매우
했주게.,했었지.
요즘에사,요즘은
나오카부댄,나올까봐
그디만,거기만
있으면은,있으면
여신디,였는데
조현병이랑,조현병이라고
환자나면이,환자냐면
환자연.,환자였어.
해줜,해줬어
놀아줜?,놀아줬어?
나오멍,나오면서
훔쳐갔댄,훔쳐갔다고
무신걸,뭘
훔쳐갔댄?,훔쳐갔대?
훔쳐갔댄.,훔쳐갔대.
다르다이.,다르다.
질러부난,지르니까
울언.,울었어.
하멍이,하면서
넘어가부런.,넘어가버련.
살켜게.,살겠다.
잘해주당도,잘해 주다가도
싸무라지게,사납게
영함서,이렇게 하세요
정함서,저렇게 하세요
핵교,학교
그거라.,그거야.
이신게.,있네.
겅하는,그렇게 하는
환자가이,환자가
얘긴디,얘기인데
알았댄.,알았대.
사녠,사냐고
갔댄,갔대
했어나신디,했었었는데
가면이,가면
받아난.,받았어.
생각핸?,생각했어?
놨고이.,놓았고.
고라보라.,말해 보아라.
중에이,중에
요새는이,요새는
태움이랜,태움이라고
가지고이.,가지고.
있다부난이.,있다 보니까.
엄마도이,엄마도
힘들언?,힘들었어?
힘들언.,힘들었어.
생겨부난.,생겨 버리니까.
물어봔.,물어봤어.
겅해.,그래.
것인디.,것인데.
똘은예,딸은요
다년이.,다녔어.
시작해신디.,시작했는데.
가지고도이,가지고
할망들이,할머니들이
남*이,남의
어려와그넹,어려워 가지고
닮아도.,같아도.
거주게.,거지.
해야주게.,해야지.
봐이.,봐.
거에이,거에
